payment_id,trip_id,amount,method,status,paid_at
101,118,25.1,cash,success,2023-11-27 13:36:29
102,119,54.04,cash,success,2022-12-22 11:50:34
103,120,102.71,wallet,success,2024-06-28 20:30:13
104,121,121.07,cash,success,2024-01-13 00:47:42
105,122,21.15,cash,success,2024-02-26 22:48:10
106,123,7.15,cash,success,2023-01-14 10:25:19
107,124,41.09,card,success,2024-06-14 14:44:14
108,126,20.15,cash,success,2022-02-08 01:46:31
109,127,30.13,wallet,success,2024-04-11 07:13:55
110,128,3.94,card,success,2022-01-08 14:55:06
111,129,56.63,cash,success,2022-08-23 11:42:16
112,130,25.53,card,success,2022-03-25 06:44:17
113,131,29.2,wallet,success,2023-05-23 12:59:35
114,132,72.94,card,success,2024-03-09 22:46:36
115,133,42.21,wallet,success,2023-04-16 16:12:47
116,134,4.76,wallet,success,2024-01-13 15:54:40
117,136,67.6,cash,success,2022-08-06 01:16:29
118,139,52.08,wallet,success,2022-08-17 21:52:28
119,140,15.53,card,success,2024-04-09 00:37:04
120,141,23.2,card,success,2023-12-18 07:24:18
121,142,55.39,wallet,success,2023-02-04 16:31:55
122,143,5.59,card,success,2024-02-28 01:27:27
123,144,41.31,cash,success,2024-03-18 10:11:01
124,145,42.03,card,success,2023-08-27 19:11:46
125,146,35.24,cash,success,2022-08-25 01:37:33
126,147,34.58,cash,success,2023-09-09 11:55:38
127,148,44.37,card,success,2023-05-12 08:02:23
128,149,54.59,card,success,2023-07-12 17:54:22
129,150,13.43,card,success,2022-05-13 13:55:08
130,151,12.86,wallet,success,2023-07-06 17:11:06
131,152,45.31,wallet,success,2022-11-20 03:25:38
132,153,13.53,card,success,2022-09-16 01:57:58
133,154,50.85,cash,success,2024-03-21 11:13:38
134,155,6.83,card,success,2023-06-27 01:23:00
135,156,66.63,card,success,2024-01-01 03:13:36
136,157,6.33,card,success,2022-09-01 22:03:07
137,158,119.41,card,success,2024-03-08 09:02:12
138,159,15.67,card,success,2022-03-16 01:12:39
139,160,11.46,card,success,2022-01-05 09:23:59
140,161,11.28,cash,success,2022-08-08 21:33:52
141,162,24.67,cash,success,2023-08-22 21:13:36
142,163,12.96,wallet,success,2022-01-30 07:27:54
143,164,41.91,cash,success,2023-05-27 10:26:05
144,166,11.06,wallet,success,2024-06-09 08:41:43
145,167,38.27,wallet,refunded,2022-09-10 16:54:05
146,168,16.49,cash,success,2023-01-01 02:13:27
147,169,36.28,cash,success,2023-07-20 16:47:28
148,170,10.74,cash,success,2023-12-21 06:26:08
149,171,69.97,wallet,success,2023-01-05 16:36:31
150,173,37.94,cash,success,2023-05-26 07:24:32
151,174,24.6,cash,success,2023-09-24 21:50:21
152,176,35.23,card,success,2022-01-01 21:55:06
153,177,16.56,cash,success,2022-09-18 19:42:31
154,178,9.93,wallet,success,2023-02-28 00:07:58
155,179,13.88,wallet,success,2024-02-10 06:42:04
156,180,22.7,card,success,2022-07-16 18:09:55
157,181,42.79,wallet,success,2024-03-17 08:24:52
158,182,4.64,cash,success,2024-03-07 04:44:20
159,183,15.65,wallet,success,2024-06-02 02:32:43
160,184,16.76,card,success,2023-12-20 13:44:40
161,185,6.63,cash,success,2023-10-24 20:11:51
162,186,37.51,wallet,success,2023-08-31 10:13:31
163,187,13.32,wallet,success,2023-05-27 16:51:38
164,188,9.73,wallet,success,2023-05-04 03:33:25
165,189,26.71,card,success,2023-04-26 16:55:39
166,192,83.22,card,success,2022-07-21 19:41:25
167,193,22.49,cash,success,2022-10-31 19:30:15
168,194,57.84,cash,success,2022-10-20 15:51:15
169,195,24.87,card,success,2022-02-21 21:09:47
170,196,45.65,cash,success,2022-03-05 15:42:48
171,197,49.85,wallet,success,2023-03-02 19:50:52
172,199,68.54,card,success,2022-02-11 01:39:02
173,200,17.12,card,success,2023-07-29 08:29:45
174,201,112.43,card,refunded,2024-02-16 08:08:10
175,202,58.41,card,success,2023-09-29 20:13:05
176,203,33.73,wallet,success,2024-05-28 14:30:00
177,204,38.06,cash,success,2024-05-26 13:04:35
178,205,10.0,card,success,2023-12-20 01:20:00
179,206,28.14,cash,success,2023-04-26 13:43:27
180,207,29.04,card,success,2022-10-28 19:40:47
181,208,43.79,card,success,2023-08-11 03:20:53
182,209,37.68,cash,success,2022-03-28 11:38:38
183,210,34.15,wallet,success,2022-03-26 03:38:37
184,211,52.0,card,success,2022-08-14 18:16:06
185,212,32.86,wallet,success,2024-06-15 06:03:33
186,213,39.22,cash,success,2023-09-27 08:43:09
187,214,14.61,wallet,success,2022-10-02 19:07:20
188,215,48.1,cash,success,2023-11-17 22:06:21
189,216,66.47,card,success,2022-05-15 06:38:37
190,217,34.36,cash,success,2024-03-22 15:01:55
191,221,14.14,card,success,2024-05-14 17:30:53
192,222,45.51,wallet,success,2024-05-14 07:58:44
193,224,33.7,card,success,2024-05-01 06:56:29
194,225,20.17,card,success,2022-05-10 07:38:18
195,226,67.06,card,success,2022-06-14 21:57:58
196,227,10.11,card,success,2024-01-06 15:35:32
197,228,8.3,wallet,success,2024-01-02 04:01:40
198,229,38.21,card,success,2023-10-19 00:02:04
199,231,36.3,wallet,success,2023-07-24 04:36:31
200,233,33.88,wallet,success,2023-05-13 11:41:06
201,234,62.51,card,success,2023-04-09 09:45:14
202,235,10.99,card,success,2024-02-21 21:15:41
203,236,18.94,wallet,success,2023-11-10 10:53:03
204,237,133.59,wallet,success,2024-03-15 19:57:16
205,239,39.29,cash,success,2024-02-16 21:26:17
206,240,47.49,cash,success,2022-03-03 23:52:16
207,241,79.91,cash,success,2023-06-05 08:24:46
208,242,46.03,wallet,success,2022-08-07 22:08:19
209,243,21.23,cash,success,2023-04-19 21:33:58
210,244,81.86,cash,failed,2022-10-08 00:42:07
211,245,54.71,wallet,success,2022-10-09 02:27:15
212,246,17.53,cash,success,2024-03-26 04:05:12
213,247,10.17,wallet,success,2023-03-08 07:08:18
214,248,40.38,wallet,success,2023-05-26 00:45:02
215,249,12.32,cash,success,2023-01-23 03:07:42
216,250,26.11,cash,success,2023-06-27 21:54:29
217,251,11.97,card,success,2022-04-07 11:42:21
218,253,23.61,cash,success,2022-04-15 17:24:19
219,254,32.29,wallet,success,2022-04-29 20:33:12
220,255,91.55,cash,success,2023-09-06 18:59:43
221,257,23.19,wallet,success,2023-06-10 23:47:07
222,258,77.11,wallet,success,2023-02-28 08:30:04
223,259,44.65,card,success,2023-11-29 13:24:04
224,260,43.49,cash,success,2022-05-22 16:08:54
225,261,11.54,card,success,2023-11-19 10:33:16
226,262,11.18,wallet,success,2023-08-12 07:58:10
227,263,12.9,wallet,success,2022-05-05 06:34:36
228,264,73.63,cash,success,2023-01-13 01:51:55
229,265,32.14,card,success,2023-05-29 14:13:26
230,267,131.73,wallet,success,2022-08-25 18:27:51
231,268,35.17,wallet,success,2023-11-30 21:10:16
232,269,6.0,wallet,success,2024-06-25 21:09:42
233,270,43.98,cash,success,2022-01-16 19:33:47
234,271,30.23,wallet,success,2022-12-21 15:02:36
235,272,7.19,wallet,success,2023-12-24 17:51:29
236,273,34.73,card,success,2023-03-10 12:24:49
237,274,34.48,cash,success,2023-01-16 12:42:33
238,276,29.18,cash,success,2024-04-20 04:38:28
239,277,10.63,cash,success,2023-09-20 03:22:10
240,278,42.51,wallet,success,2023-07-23 07:47:57
241,280,10.93,cash,failed,2022-07-28 04:24:42
242,281,33.52,cash,success,2023-06-20 22:11:17
243,283,43.63,card,success,2022-10-15 09:02:00
244,284,57.42,card,success,2022-07-30 13:15:27
245,285,77.31,wallet,success,2023-04-12 08:33:52
246,286,7.99,cash,success,2023-03-20 20:59:15
247,287,19.59,wallet,success,2023-01-25 04:14:55
248,288,29.3,cash,success,2023-05-08 10:40:42
249,289,41.03,card,success,2023-05-20 18:54:16
250,290,24.99,cash,success,2024-02-20 08:53:55
251,292,33.82,wallet,success,2022-11-13 15:38:25
252,293,22.34,cash,success,2022-03-20 20:11:57
253,297,22.79,card,success,2022-05-24 07:25:20
254,298,32.53,card,failed,2022-02-05 15:19:39
255,299,35.42,cash,success,2023-08-31 04:17:30
256,301,50.89,cash,success,2022-05-25 05:37:40
257,302,34.21,cash,success,2024-06-09 16:09:17
258,303,62.18,wallet,success,2023-03-13 11:05:15
259,305,31.79,cash,success,2022-03-17 11:08:37
260,306,33.73,wallet,success,2023-04-01 10:15:18
261,307,22.65,card,success,2022-01-09 02:44:44
262,309,118.06,card,success,2023-04-28 20:49:14
263,311,33.98,wallet,success,2023-07-20 15:08:34
264,312,7.45,card,success,2024-02-02 21:25:32
265,314,10.32,card,success,2023-11-14 14:40:15
266,315,29.02,card,success,2022-06-08 10:31:52
267,316,72.19,cash,success,2023-09-13 22:14:41
268,318,28.68,cash,success,2023-02-28 15:28:11
269,320,76.3,wallet,success,2023-08-08 18:15:54
270,321,31.86,wallet,success,2023-08-30 18:08:35
271,322,16.53,cash,success,2022-10-28 21:10:22
272,323,35.69,wallet,success,2023-10-02 19:41:36
273,324,6.7,cash,success,2024-01-07 03:01:42
274,325,37.79,cash,success,2022-07-12 19:43:31
275,326,17.6,cash,success,2022-08-03 16:21:53
276,327,24.29,wallet,success,2023-06-17 12:39:40
277,328,12.7,card,success,2023-02-25 20:15:05
278,329,29.07,wallet,success,2022-11-27 16:41:40
279,330,108.39,card,success,2022-03-24 09:43:03
280,331,16.41,wallet,success,2023-06-09 19:59:43
281,332,134.1,cash,success,2023-03-25 02:13:05
282,333,123.82,cash,success,2022-11-10 20:10:27
283,334,39.34,wallet,success,2022-07-13 17:42:52
284,335,42.04,cash,success,2022-05-09 15:38:48
285,337,35.76,card,success,2023-02-05 11:56:07
286,338,23.55,wallet,success,2023-07-19 07:05:30
287,339,26.34,wallet,success,2022-10-14 23:16:23
288,340,41.76,cash,success,2024-05-20 11:24:25
289,341,12.43,wallet,success,2024-05-12 01:27:19
290,342,57.46,wallet,success,2022-08-19 13:39:17
291,345,22.34,cash,success,2022-04-05 10:13:10
292,346,26.02,wallet,success,2022-09-13 02:57:19
293,347,14.23,wallet,success,2022-08-29 02:29:47
294,348,8.75,cash,success,2022-04-03 01:50:25
295,350,67.84,card,success,2023-06-28 18:23:41
296,352,42.76,card,success,2022-09-24 22:44:48
297,353,14.33,cash,success,2022-03-02 22:49:24
298,354,29.8,card,failed,2022-07-09 19:29:24
299,355,21.51,cash,success,2023-09-13 12:47:29
300,356,136.33,card,success,2023-09-14 19:17:02
301,357,27.92,wallet,success,2024-06-19 14:38:33
302,358,11.58,cash,success,2024-06-26 07:45:45
303,359,16.05,card,success,2024-04-14 20:27:38
304,360,48.81,cash,success,2022-01-20 16:22:26
305,361,41.61,cash,success,2023-10-16 23:42:10
306,362,20.09,cash,success,2023-07-26 03:25:08
307,363,17.11,card,success,2022-08-15 00:05:14
308,364,9.68,wallet,success,2024-05-13 20:50:40
309,365,24.19,wallet,success,2022-11-25 03:45:40
310,367,37.76,cash,success,2022-02-27 05:40:10
311,368,22.56,card,success,2024-06-15 09:04:11
312,369,31.28,card,success,2024-03-30 20:09:25
313,370,68.2,card,success,2023-09-15 02:07:22
314,371,46.49,cash,success,2023-06-08 06:42:05
315,372,22.12,card,success,2022-04-26 17:22:17
316,373,26.07,cash,success,2022-11-13 23:13:58
317,374,36.81,card,success,2023-03-19 21:20:52
318,375,55.64,card,success,2022-01-17 03:50:15
319,376,34.08,card,success,2023-10-05 03:29:20
320,377,8.47,wallet,success,2023-07-19 00:31:16
321,378,90.8,card,success,2024-02-09 23:58:04
322,379,12.57,card,success,2023-02-27 09:29:28
323,380,12.7,card,success,2023-11-16 06:38:18
324,381,22.9,wallet,success,2022-05-17 12:47:47
325,382,30.23,cash,success,2023-11-23 09:50:59
326,383,32.77,wallet,success,2024-02-21 23:33:01
327,384,15.4,card,success,2023-03-12 15:04:16
328,385,43.55,card,success,2023-05-28 15:27:39
329,386,36.14,cash,success,2024-03-20 13:26:03
330,387,101.8,wallet,success,2022-04-02 01:28:30
331,388,48.23,wallet,success,2022-05-06 23:06:42
332,389,7.93,card,success,2023-06-30 11:57:37
333,390,36.05,wallet,success,2023-05-03 14:22:55
334,391,39.46,card,success,2022-06-06 00:39:49
335,392,22.97,cash,success,2022-10-27 20:49:03
336,393,43.83,wallet,success,2022-05-24 22:53:57
337,394,24.61,wallet,success,2022-02-26 05:28:12
338,396,12.44,card,success,2022-01-27 20:14:07
339,397,18.18,cash,success,2022-10-30 11:46:42
340,398,34.25,cash,success,2024-01-13 14:16:14
341,399,38.86,wallet,success,2024-04-20 07:14:06
342,400,53.8,cash,success,2022-04-03 12:57:37
343,401,31.86,wallet,success,2022-07-03 03:31:44
344,402,29.08,wallet,success,2022-12-11 08:37:15
345,403,45.66,cash,success,2022-04-03 13:59:43
346,404,108.73,wallet,success,2022-06-13 20:23:20
347,405,12.49,card,success,2022-02-17 22:12:33
348,406,35.74,wallet,success,2022-06-10 08:42:38
349,407,39.48,cash,success,2022-06-08 18:55:52
350,408,3.65,card,success,2023-09-20 12:04:08
351,409,20.89,cash,success,2023-02-12 10:47:15
352,411,197.63,card,success,2023-07-12 20:50:36
353,413,112.61,card,success,2022-07-11 19:49:47
354,414,76.09,wallet,success,2023-11-24 20:40:43
355,415,15.19,wallet,success,2023-04-25 04:02:17
356,416,33.75,cash,success,2022-03-13 10:43:49
357,417,15.04,card,success,2024-02-12 10:43:02
358,418,27.8,cash,success,2022-02-22 14:23:23
359,420,27.15,cash,failed,2022-11-06 12:05:32
360,421,27.87,card,success,2023-03-24 15:57:58
361,422,39.2,cash,failed,2024-06-17 22:28:14
362,423,12.62,card,success,2022-02-18 02:57:23
363,426,20.83,cash,success,2022-08-22 23:26:08
364,427,7.53,wallet,success,2024-01-06 12:32:38
365,428,34.86,card,success,2022-10-31 14:34:01
366,429,23.42,wallet,success,2023-05-23 21:33:38
367,430,13.75,card,success,2023-01-27 02:52:34
368,431,12.06,cash,success,2023-09-09 06:39:53
369,432,13.47,card,success,2022-05-03 18:46:28
370,435,12.32,cash,success,2022-08-10 03:03:44
371,436,37.62,cash,success,2024-01-14 20:44:13
372,438,10.22,wallet,success,2023-04-03 11:47:46
373,439,11.96,card,success,2024-03-24 05:36:12
374,440,51.58,cash,success,2024-02-15 10:28:07
375,441,38.39,cash,success,2022-11-30 01:33:10
376,442,50.29,wallet,success,2023-03-27 06:37:13
377,443,19.77,card,success,2023-09-08 17:17:15
378,445,8.82,wallet,success,2024-04-16 22:48:22
379,446,11.93,card,success,2023-11-16 02:10:33
380,447,29.84,card,success,2023-11-01 09:05:42
381,448,14.15,wallet,success,2022-12-26 19:20:52
382,450,57.25,cash,success,2023-01-01 03:32:34
383,451,12.91,cash,success,2023-01-28 03:24:39
384,452,44.89,card,success,2024-06-08 17:17:31
385,453,32.54,wallet,success,2023-09-04 21:31:19
386,454,3.83,card,success,2024-06-01 07:04:27
387,455,18.27,cash,success,2024-06-27 12:10:42
388,457,14.93,cash,success,2022-06-15 02:02:48
389,458,30.25,wallet,success,2022-08-31 18:58:34
390,459,5.17,card,success,2023-01-24 12:12:20
391,460,9.05,card,success,2023-12-07 13:43:36
392,461,80.29,wallet,success,2022-03-12 00:43:36
393,462,6.39,cash,success,2023-08-25 02:56:22
394,463,4.01,cash,success,2022-10-31 15:44:43
395,464,37.35,cash,success,2024-02-15 09:51:50
396,465,16.26,cash,success,2022-04-08 15:03:09
397,466,60.3,card,success,2023-04-01 17:34:20
398,467,38.64,cash,success,2024-02-01 05:36:26
399,468,43.16,cash,success,2024-03-16 01:55:04
400,470,40.38,wallet,success,2024-02-09 05:54:08
401,471,36.81,card,success,2023-02-06 21:54:37
402,472,18.42,card,success,2022-01-12 08:09:32
403,473,101.85,wallet,success,2023-01-20 18:50:58
404,475,33.9,wallet,success,2023-05-04 03:49:05
405,476,16.9,wallet,success,2022-11-16 23:39:17
406,477,45.44,wallet,success,2023-01-20 17:19:47
407,478,35.74,cash,success,2023-06-06 11:29:52
408,479,43.83,wallet,success,2022-05-18 23:13:31
409,480,25.34,card,success,2022-06-28 15:32:44
410,481,39.92,wallet,success,2023-10-26 12:44:09
411,482,17.3,wallet,success,2022-11-23 19:29:51
412,483,55.78,cash,success,2023-12-28 00:47:10
413,484,16.87,wallet,success,2022-07-06 01:02:49
414,485,30.05,card,success,2023-12-19 06:49:59
415,487,44.94,cash,success,2023-07-19 12:09:34
416,488,9.18,wallet,success,2023-11-17 15:39:22
417,490,43.07,wallet,success,2024-01-15 11:20:13
418,491,35.31,cash,success,2023-01-17 17:32:55
419,492,42.84,card,success,2024-05-05 17:11:49
420,493,54.43,cash,success,2023-12-18 10:38:38
421,494,34.12,wallet,success,2023-07-16 18:03:32
422,495,6.65,cash,success,2022-12-07 02:56:30
423,496,14.6,card,success,2022-02-15 14:41:49
424,497,26.26,cash,success,2022-09-11 18:37:29
425,498,9.54,cash,success,2022-11-08 10:29:40
426,499,34.01,card,success,2023-04-13 13:05:14
427,500,13.6,cash,success,2024-04-04 09:51:19
428,501,23.73,cash,success,2024-03-27 06:05:06
429,502,184.03,cash,success,2024-01-26 01:46:33
430,503,45.67,wallet,success,2022-06-02 23:56:19
431,505,19.01,wallet,failed,2023-04-17 05:24:04
432,507,10.43,cash,success,2023-01-04 16:27:48
433,509,14.11,cash,success,2023-11-26 10:44:28
434,510,34.84,card,success,2022-12-03 20:42:40
435,511,48.98,cash,success,2022-03-01 21:35:53
436,513,7.13,cash,success,2022-07-02 09:38:22
437,514,91.73,cash,success,2022-02-02 09:00:30
438,515,37.09,card,success,2023-07-26 10:06:51
439,516,13.12,cash,success,2023-06-07 13:56:48
440,517,22.52,wallet,success,2023-10-21 14:58:46
441,518,35.92,wallet,success,2022-03-25 20:47:50
442,519,36.06,wallet,success,2022-03-20 23:32:58
443,520,37.7,wallet,success,2022-05-26 06:38:58
444,521,116.75,wallet,success,2023-01-12 20:34:02
445,523,40.12,wallet,success,2022-03-09 22:11:03
446,524,49.22,wallet,success,2023-11-05 08:45:56
447,525,12.78,cash,success,2022-09-21 10:10:52
448,526,31.66,card,success,2022-06-04 08:21:17
449,527,12.38,cash,success,2023-04-10 11:05:09
450,528,13.27,card,success,2023-04-22 20:29:00
451,529,22.69,wallet,success,2023-09-24 10:32:19
452,530,8.59,cash,success,2024-05-29 23:59:55
453,531,48.11,card,success,2023-06-05 08:44:48
454,532,45.08,cash,success,2023-08-12 13:54:59
455,534,38.48,card,success,2022-08-15 15:59:33
456,535,11.64,wallet,success,2023-12-28 13:44:50
457,536,13.79,cash,success,2024-02-04 05:08:07
458,537,19.61,wallet,success,2023-08-22 03:55:12
459,538,4.11,card,success,2024-02-20 11:37:11
460,539,6.56,card,success,2023-02-10 16:12:35
461,540,80.48,cash,success,2022-06-16 19:58:01
462,541,48.77,wallet,success,2022-08-23 11:54:50
463,542,11.16,wallet,failed,2022-03-20 18:46:51
464,543,3.65,card,success,2023-09-28 03:07:45
465,544,27.93,card,success,2022-10-16 09:21:33
466,545,21.17,wallet,success,2022-03-15 23:53:21
467,546,19.12,wallet,success,2022-03-09 03:42:46
468,547,74.53,cash,success,2023-09-24 10:56:51
469,549,26.94,card,success,2022-07-11 21:15:21
470,550,29.07,card,success,2023-03-23 15:36:20
471,551,26.51,card,success,2023-03-17 07:14:53
472,552,6.6,cash,success,2023-09-11 11:58:08
473,553,31.79,card,success,2023-01-25 05:58:47
474,554,7.69,wallet,success,2024-01-05 21:23:16
475,555,6.24,card,success,2024-01-28 04:49:57
476,556,146.16,card,success,2023-08-19 02:53:51
477,557,47.65,cash,success,2023-07-30 17:11:20
478,558,47.04,card,success,2024-06-22 15:17:19
479,559,12.02,card,success,2023-10-03 10:41:58
480,561,14.03,cash,success,2023-07-22 01:19:29
481,562,13.68,cash,success,2022-03-24 05:49:10
482,563,55.26,cash,success,2022-08-16 22:40:52
483,564,21.49,wallet,success,2022-09-21 12:13:48
484,565,25.36,wallet,success,2023-11-29 15:35:44
485,566,5.09,wallet,success,2022-05-27 15:27:27
486,569,11.07,cash,success,2022-08-20 20:25:11
487,570,64.74,cash,success,2023-02-10 09:50:32
488,571,33.28,wallet,success,2022-06-21 22:27:07
489,572,78.55,card,success,2023-11-09 13:07:00
490,573,48.99,card,success,2022-04-16 16:32:42
491,574,16.83,wallet,success,2024-02-16 02:38:26
492,575,59.8,card,success,2022-05-12 12:07:06
493,577,74.78,card,success,2023-07-17 09:28:17
494,578,38.52,cash,success,2023-07-27 07:54:42
495,579,28.61,wallet,success,2023-07-01 09:09:44
496,580,11.0,wallet,success,2023-07-19 01:55:44
497,581,11.99,wallet,success,2023-12-02 19:35:06
498,584,27.1,card,success,2022-05-19 08:18:32
499,585,21.09,wallet,success,2024-05-12 08:48:52
500,587,10.54,wallet,success,2023-01-29 22:36:29
501,588,11.16,cash,success,2022-07-09 20:58:04
502,589,14.8,cash,success,2023-06-06 10:05:53
503,590,3.85,cash,success,2023-05-21 21:35:08
504,591,60.89,wallet,success,2023-04-14 00:55:36
505,592,47.1,wallet,success,2023-07-01 10:13:10
506,593,9.11,card,success,2023-08-03 16:37:35
507,595,42.5,wallet,success,2023-02-28 11:45:47
508,598,3.9,cash,success,2023-05-14 14:22:42
509,599,31.74,cash,success,2023-12-13 14:09:58
510,600,37.35,card,success,2022-10-19 02:46:23
511,601,32.07,cash,success,2022-12-25 02:46:29
512,602,58.43,wallet,success,2023-01-18 08:39:28
513,603,92.19,card,success,2022-03-19 01:46:25
514,604,48.04,wallet,success,2022-06-18 09:06:13
515,605,12.43,cash,success,2022-06-15 18:11:34
516,606,12.54,card,success,2023-06-06 14:58:42
517,607,63.16,wallet,success,2022-04-15 15:38:26
518,608,20.07,card,success,2024-05-02 13:14:45
519,609,34.31,wallet,success,2022-06-09 12:03:49
520,610,42.31,cash,success,2022-01-11 16:00:48
521,611,46.5,card,success,2024-06-20 18:49:22
522,612,39.19,wallet,success,2023-12-01 10:15:26
523,613,13.28,wallet,success,2024-02-21 16:55:26
524,614,37.08,wallet,success,2022-07-13 15:18:44
525,616,101.89,cash,success,2022-06-02 20:29:01
526,617,84.71,wallet,success,2023-01-02 08:53:38
527,618,30.25,card,success,2022-09-28 13:37:13
528,619,15.84,cash,success,2023-01-19 13:22:34
529,620,21.48,cash,success,2022-11-04 10:53:42
530,622,68.39,cash,success,2023-03-30 19:24:53
531,624,16.51,card,success,2022-04-11 13:48:03
532,625,29.71,wallet,success,2024-06-21 11:25:08
533,626,22.31,wallet,success,2022-10-24 07:06:15
534,627,11.55,wallet,success,2022-03-03 17:27:18
535,628,32.38,wallet,success,2023-07-25 11:27:57
