trip_id,rider_id,driver_id,pickup_location_id,dropoff_location_id,requested_at,started_at,completed_at,status,distance_km,duration_mins,base_fare,surge_multiplier,total_fare,payment_method,hour,day_of_week,month,year,is_weekend,wait_time_mins,fare_per_km,surge_tier,fare_bucket
38,5,287,33,34,2022-12-19 09:23:01,2022-12-19 09:27:01,2022-12-19 09:43:01,completed,11.61,16,18.47,1.0,18.47,card,9,Monday,2022-12,2022,False,4.0,1.590869939707149,No Surge,$10–$25
39,5,299,40,36,2024-02-25 07:11:02,2024-02-25 07:15:02,2024-02-25 08:54:02,completed,37.35,99,63.39,1.0,63.39,cash,7,Sunday,2024-02,2024,True,4.0,1.6971887550200804,No Surge,$50–$100
40,5,364,32,37,2022-11-24 19:07:11,2022-11-24 19:18:11,2022-11-24 19:48:11,completed,21.97,30,32.67,1.92,62.73,card,19,Thursday,2022-11,2022,False,11.0,2.855257168866636,High Surge,$50–$100
41,5,360,38,36,2023-12-15 19:02:40,2023-12-15 19:08:40,2023-12-15 20:13:40,completed,25.58,65,43.64,2.87,125.25,cash,19,Friday,2023-12,2023,False,6.0,4.896403440187647,High Surge,Over $100
42,5,327,10,7,2022-09-04 03:29:36,2022-09-04 03:37:36,2022-09-04 04:01:36,completed,13.17,24,21.79,1.0,21.79,card,3,Sunday,2022-09,2022,True,8.0,1.6545178435839027,No Surge,$10–$25
43,5,72,20,18,2023-11-30 07:45:30,2023-11-30 07:50:30,2023-11-30 08:26:30,completed,22.73,36,34.7,2.22,77.03,cash,7,Thursday,2023-11,2023,False,5.0,3.388913330400352,High Surge,$50–$100
44,5,124,25,24,2023-06-17 05:20:47,2023-06-17 05:26:47,2023-06-17 06:13:47,completed,25.99,47,40.49,1.0,40.49,cash,5,Saturday,2023-06,2023,True,6.0,1.5579068872643327,No Surge,$25–$50
45,5,147,32,36,2023-09-23 20:31:40,2023-09-23 20:37:40,2023-09-23 20:41:40,completed,4.72,4,8.49,1.0,8.49,wallet,20,Saturday,2023-09,2023,True,6.0,1.7987288135593222,No Surge,Under $10
46,5,19,14,15,2024-04-09 10:45:41,2024-04-09 10:57:41,2024-04-09 11:40:41,completed,17.36,43,30.2,1.0,30.2,cash,10,Tuesday,2024-04,2024,False,12.0,1.73963133640553,No Surge,$25–$50
47,5,382,21,30,2023-03-22 23:08:08,2023-03-22 23:10:08,2023-03-23 00:01:08,completed,39.37,51,56.01,1.0,56.01,cash,23,Wednesday,2023-03,2023,False,2.0,1.4226568453136907,No Surge,$50–$100
48,5,172,35,33,2023-09-22 22:47:25,2023-09-22 22:55:25,2023-09-22 23:07:25,completed,11.72,12,17.79,1.69,30.07,card,22,Friday,2023-09,2023,False,8.0,2.5656996587030716,High Surge,$25–$50
49,5,368,34,37,2022-12-25 17:39:10,2022-12-25 17:41:10,2022-12-25 18:11:10,completed,20.95,30,31.55,1.0,31.55,wallet,17,Sunday,2022-12,2022,True,2.0,1.505966587112172,No Surge,$25–$50
50,5,389,32,36,2022-08-19 09:20:27,2022-08-19 09:29:27,2022-08-19 09:32:27,completed,4.79,3,8.37,1.0,8.37,card,9,Friday,2022-08,2022,False,9.0,1.7473903966597075,No Surge,Under $10
51,5,164,2,5,2024-02-03 06:34:07,2024-02-03 06:41:07,2024-02-03 07:06:07,completed,27.87,25,38.16,1.0,38.16,wallet,6,Saturday,2024-02,2024,True,7.0,1.3692142088266952,No Surge,$25–$50
52,5,108,10,4,2022-12-04 18:17:24,2022-12-04 18:24:24,2022-12-04 18:46:24,completed,19.34,22,28.17,1.0,28.17,card,18,Sunday,2022-12,2022,True,7.0,1.456566701137539,No Surge,$25–$50
53,5,232,14,16,2023-10-11 04:26:32,2023-10-11 04:38:32,2023-10-11 05:33:32,completed,21.04,55,36.64,1.0,36.64,card,4,Wednesday,2023-10,2023,False,12.0,1.741444866920152,No Surge,$25–$50
54,5,393,14,20,2022-01-31 21:08:45,2022-01-31 21:12:45,2022-01-31 21:47:45,completed,17.05,35,28.26,1.0,28.26,card,21,Monday,2022-01,2022,False,4.0,1.6574780058651026,No Surge,$25–$50
55,6,166,1,4,2022-08-11 12:43:47,2022-08-11 12:54:47,2022-08-11 13:03:47,completed,8.28,9,13.41,1.0,13.41,cash,12,Thursday,2022-08,2022,False,11.0,1.6195652173913044,No Surge,$10–$25
56,6,27,25,23,2023-12-03 13:14:41,2023-12-03 13:24:41,2023-12-03 13:32:41,completed,4.96,8,9.56,1.0,9.56,card,13,Sunday,2023-12,2023,True,10.0,1.9274193548387097,No Surge,Under $10
57,6,285,25,23,2023-01-22 03:53:40,2023-01-22 03:56:40,2023-01-22 04:02:40,completed,4.69,6,8.86,1.0,8.86,wallet,3,Sunday,2023-01,2023,True,3.0,1.8891257995735604,No Surge,Under $10
58,6,178,36,35,2024-06-05 20:51:23,2024-06-05 20:56:23,2024-06-05 21:13:23,completed,8.84,17,15.62,1.0,15.62,card,20,Wednesday,2024-06,2024,False,5.0,1.7669683257918551,No Surge,$10–$25
59,6,114,34,40,2022-10-12 15:06:43,2022-10-12 15:13:43,2022-10-12 15:50:43,completed,22.98,37,35.18,1.0,35.18,wallet,15,Wednesday,2022-10,2022,False,7.0,1.5308964316797216,No Surge,$25–$50
60,6,38,14,11,2024-01-18 19:57:48,2024-01-18 20:02:48,2024-01-18 20:42:48,completed,27.25,40,40.48,2.44,98.77,card,19,Thursday,2024-01,2024,False,5.0,3.6245871559633027,High Surge,$50–$100
61,6,20,34,37,2023-04-27 22:04:10,2023-04-27 22:07:10,2023-04-27 22:41:10,completed,23.45,34,35.09,1.0,35.09,cash,22,Thursday,2023-04,2023,False,3.0,1.4963752665245205,No Surge,$25–$50
62,6,10,40,39,2023-08-05 11:13:16,2023-08-05 11:18:16,2023-08-05 12:04:16,completed,29.5,46,44.15,1.0,44.15,cash,11,Saturday,2023-08,2023,True,5.0,1.4966101694915255,No Surge,$25–$50
64,6,132,8,1,2023-02-19 10:01:25,2023-02-19 10:13:25,2023-02-19 10:16:25,completed,1.37,3,4.61,1.0,4.61,wallet,10,Sunday,2023-02,2023,True,12.0,3.364963503649635,No Surge,Under $10
65,7,272,6,7,2023-04-20 15:40:15,2023-04-20 15:43:15,2023-04-20 15:48:15,completed,2.44,5,6.18,1.0,6.18,card,15,Thursday,2023-04,2023,False,3.0,2.5327868852459017,No Surge,Under $10
66,7,131,39,31,2024-01-26 11:06:14,2024-01-26 11:16:14,2024-01-26 11:46:14,completed,30.91,30,42.5,1.0,42.5,wallet,11,Friday,2024-01,2024,False,10.0,1.3749595600129407,No Surge,$25–$50
67,7,389,36,31,2023-06-27 14:43:05,2023-06-27 14:48:05,2023-06-27 15:32:05,completed,29.16,44,43.38,1.0,43.38,card,14,Tuesday,2023-06,2023,False,5.0,1.4876543209876545,No Surge,$25–$50
68,7,249,18,12,2023-06-02 13:54:32,2023-06-02 14:03:32,2023-06-02 14:34:32,completed,14.28,31,24.41,1.0,24.41,cash,13,Friday,2023-06,2023,False,9.0,1.7093837535014007,No Surge,$10–$25
69,7,178,34,33,2024-03-10 22:01:21,2024-03-10 22:13:21,2024-03-10 22:26:21,completed,9.85,13,15.94,1.0,15.94,cash,22,Sunday,2024-03,2024,True,12.0,1.618274111675127,No Surge,$10–$25
70,7,47,27,23,2022-04-26 15:04:52,2022-04-26 15:16:52,2022-04-26 16:04:52,completed,30.25,48,45.38,1.0,45.38,card,15,Tuesday,2022-04,2022,False,12.0,1.5001652892561985,No Surge,$25–$50
71,7,129,31,38,2023-11-09 00:29:17,2023-11-09 00:32:17,2023-11-09 01:15:17,completed,38.69,43,53.66,1.0,53.66,wallet,0,Thursday,2023-11,2023,False,3.0,1.3869216851899715,No Surge,$50–$100
72,7,267,9,6,2023-10-15 11:44:17,2023-10-15 11:55:17,2023-10-15 12:00:17,completed,4.05,5,7.96,1.0,7.96,cash,11,Sunday,2023-10,2023,True,11.0,1.9654320987654321,No Surge,Under $10
73,7,11,9,1,2022-02-28 22:34:50,2022-02-28 22:37:50,2022-02-28 22:43:50,completed,2.77,6,6.75,1.0,6.75,wallet,22,Monday,2022-02,2022,False,3.0,2.436823104693141,No Surge,Under $10
74,7,89,13,18,2024-03-08 14:35:20,2024-03-08 14:45:20,2024-03-08 15:28:20,completed,16.91,43,29.7,1.42,42.17,wallet,14,Friday,2024-03,2024,False,10.0,2.493790656416322,Low Surge,$25–$50
76,7,143,7,10,2022-03-13 01:31:54,2022-03-13 01:38:54,2022-03-13 02:06:54,completed,18.32,28,28.25,1.0,28.25,wallet,1,Sunday,2022-03,2022,True,7.0,1.5420305676855894,No Surge,$25–$50
78,7,288,39,32,2023-03-28 02:16:04,2023-03-28 02:25:04,2023-03-28 02:40:04,completed,6.75,15,12.93,1.0,12.93,cash,2,Tuesday,2023-03,2023,False,9.0,1.9155555555555555,No Surge,$10–$25
79,7,210,1,9,2022-12-11 18:42:48,2022-12-11 18:44:48,2022-12-11 18:55:48,completed,4.46,11,9.61,1.0,9.61,wallet,18,Sunday,2022-12,2022,True,2.0,2.154708520179372,No Surge,Under $10
80,7,151,5,6,2023-03-18 06:21:39,2023-03-18 06:32:39,2023-03-18 06:44:39,completed,8.35,12,14.09,1.0,14.09,wallet,6,Saturday,2023-03,2023,True,11.0,1.6874251497005988,No Surge,$10–$25
81,7,15,7,9,2024-03-11 04:24:01,2024-03-11 04:32:01,2024-03-11 04:56:01,completed,7.11,24,15.12,1.0,15.12,card,4,Monday,2024-03,2024,False,8.0,2.1265822784810124,No Surge,$10–$25
82,8,33,25,26,2023-11-01 16:50:45,2023-11-01 16:52:45,2023-11-01 17:34:45,completed,27.55,42,41.21,1.0,41.21,cash,16,Wednesday,2023-11,2023,False,2.0,1.495825771324864,No Surge,$25–$50
84,8,216,16,17,2023-05-30 14:52:58,2023-05-30 14:57:58,2023-05-30 15:06:58,completed,3.14,9,7.75,1.0,7.75,wallet,14,Tuesday,2023-05,2023,False,5.0,2.468152866242038,No Surge,Under $10
85,9,83,7,8,2024-05-15 14:16:34,2024-05-15 14:25:34,2024-05-15 14:31:34,completed,2.65,6,6.62,1.0,6.62,cash,14,Wednesday,2024-05,2024,False,9.0,2.49811320754717,No Surge,Under $10
86,9,272,1,2,2022-08-12 00:57:01,2022-08-12 01:03:01,2022-08-12 01:36:01,completed,28.42,33,40.36,2.93,118.25,cash,0,Friday,2022-08,2022,False,6.0,4.160802251935257,High Surge,Over $100
87,9,137,31,36,2023-04-05 11:45:12,2023-04-05 11:56:12,2023-04-05 12:53:12,completed,31.79,57,48.87,1.0,48.87,wallet,11,Wednesday,2023-04,2023,False,11.0,1.5372758729160112,No Surge,$25–$50
90,10,234,25,24,2023-05-02 00:41:21,2023-05-02 00:45:21,2023-05-02 01:22:21,completed,25.87,37,38.36,1.0,38.36,wallet,0,Tuesday,2023-05,2023,False,4.0,1.482798608426749,No Surge,$25–$50
92,10,203,24,26,2022-06-04 23:55:20,2022-06-05 00:05:20,2022-06-05 00:40:20,completed,20.12,35,31.63,2.01,63.58,cash,23,Saturday,2022-06,2022,True,10.0,3.160039761431411,High Surge,$50–$100
93,10,255,1,3,2022-07-17 21:37:14,2022-07-17 21:42:14,2022-07-17 22:21:14,completed,15.37,39,27.21,1.0,27.21,cash,21,Sunday,2022-07,2022,True,5.0,1.7703318152244634,No Surge,$25–$50
95,11,337,33,39,2022-01-19 14:21:44,2022-01-19 14:28:44,2022-01-19 14:31:44,completed,2.43,3,5.77,1.0,5.77,card,14,Wednesday,2022-01,2022,False,7.0,2.3744855967078187,No Surge,Under $10
96,12,90,13,18,2024-03-29 23:36:16,2024-03-29 23:46:16,2024-03-30 00:12:16,completed,14.78,26,23.96,2.38,57.02,card,23,Friday,2024-03,2024,False,10.0,3.857916102841678,High Surge,$50–$100
98,12,65,15,19,2022-08-20 17:39:25,2022-08-20 17:45:25,2022-08-20 17:50:25,completed,4.29,5,8.22,1.0,8.22,cash,17,Saturday,2022-08,2022,True,6.0,1.9160839160839163,No Surge,Under $10
100,12,154,27,30,2022-07-09 04:25:15,2022-07-09 04:31:15,2022-07-09 04:57:15,completed,17.93,26,27.42,1.0,27.42,cash,4,Saturday,2022-07,2022,True,6.0,1.5292805354155048,No Surge,$25–$50
101,12,33,25,28,2022-05-24 17:12:17,2022-05-24 17:22:17,2022-05-24 17:33:17,completed,10.73,11,16.5,2.72,44.88,wallet,17,Tuesday,2022-05,2022,False,10.0,4.1826654240447345,High Surge,$25–$50
102,12,49,36,37,2022-08-11 03:58:11,2022-08-11 04:04:11,2022-08-11 04:55:11,completed,27.69,51,43.16,1.0,43.16,card,3,Thursday,2022-08,2022,False,6.0,1.5586854460093895,No Surge,$25–$50
104,12,255,5,1,2023-06-15 23:27:07,2023-06-15 23:30:07,2023-06-15 23:50:07,completed,8.77,20,16.15,1.0,16.15,wallet,23,Thursday,2023-06,2023,False,3.0,1.8415051311288482,No Surge,$10–$25
105,12,270,25,28,2022-03-01 21:20:14,2022-03-01 21:30:14,2022-03-01 21:59:14,completed,9.43,29,18.67,1.0,18.67,cash,21,Tuesday,2022-03,2022,False,10.0,1.9798515376458115,No Surge,$10–$25
106,12,185,15,19,2023-12-14 16:14:01,2023-12-14 16:24:01,2023-12-14 16:31:01,completed,3.46,7,7.71,1.0,7.71,cash,16,Thursday,2023-12,2023,False,10.0,2.2283236994219653,No Surge,Under $10
107,12,112,18,13,2022-08-25 20:21:05,2022-08-25 20:30:05,2022-08-25 20:47:05,completed,15.13,17,22.54,1.0,22.54,cash,20,Thursday,2022-08,2022,False,9.0,1.4897554527428947,No Surge,$10–$25
108,12,12,14,18,2023-02-17 11:28:34,2023-02-17 11:34:34,2023-02-17 12:36:34,completed,21.18,62,38.2,1.0,38.2,cash,11,Friday,2023-02,2023,False,6.0,1.8035882908404157,No Surge,$25–$50
109,12,2,24,30,2022-06-15 12:11:48,2022-06-15 12:16:48,2022-06-15 12:35:48,completed,16.62,19,24.58,1.0,24.58,cash,12,Wednesday,2022-06,2022,False,5.0,1.4789410348977134,No Surge,$10–$25
110,12,383,2,1,2023-08-22 13:20:08,2023-08-22 13:22:08,2023-08-22 14:14:08,completed,24.01,52,39.31,1.0,39.31,card,13,Tuesday,2023-08,2023,False,2.0,1.637234485630987,No Surge,$25–$50
111,13,373,19,11,2023-06-25 02:33:34,2023-06-25 02:42:34,2023-06-25 03:32:34,completed,33.67,50,49.54,1.0,49.54,card,2,Sunday,2023-06,2023,True,9.0,1.4713394713394712,No Surge,$25–$50
112,14,32,19,20,2023-09-23 18:30:23,2023-09-23 18:42:23,2023-09-23 18:52:23,completed,7.1,10,12.31,1.0,12.31,card,18,Saturday,2023-09,2023,True,12.0,1.7338028169014086,No Surge,$10–$25
113,14,159,5,1,2022-04-06 10:22:56,2022-04-06 10:28:56,2022-04-06 10:39:56,completed,7.54,11,12.99,1.0,12.99,wallet,10,Wednesday,2022-04,2022,False,6.0,1.7228116710875332,No Surge,$10–$25
114,14,153,30,29,2023-02-26 22:52:19,2023-02-26 23:02:19,2023-02-27 00:14:19,completed,28.21,72,47.93,1.0,47.93,card,22,Sunday,2023-02,2023,True,10.0,1.6990428925912797,No Surge,$25–$50
115,14,11,1,8,2023-12-29 20:15:45,2023-12-29 20:17:45,2023-12-29 20:20:45,completed,1.21,3,4.43,1.0,4.43,cash,20,Friday,2023-12,2023,False,2.0,3.6611570247933884,No Surge,Under $10
116,14,240,34,31,2023-11-21 23:09:26,2023-11-21 23:19:26,2023-11-21 23:48:26,completed,33.02,29,44.62,1.0,44.62,cash,23,Tuesday,2023-11,2023,False,10.0,1.3513022410660205,No Surge,$25–$50
117,14,330,1,5,2022-02-06 16:50:35,2022-02-06 16:54:35,2022-02-06 17:15:35,completed,9.84,21,17.52,1.0,17.52,cash,16,Sunday,2022-02,2022,True,4.0,1.7804878048780488,No Surge,$10–$25
118,14,136,10,7,2023-11-27 12:54:59,2023-11-27 13:00:59,2023-11-27 13:35:59,completed,14.18,35,25.1,1.0,25.1,cash,12,Monday,2023-11,2023,False,6.0,1.7700987306064881,No Surge,$25–$50
119,14,394,26,23,2022-12-22 10:43:18,2022-12-22 10:54:18,2022-12-22 11:50:18,completed,36.67,56,54.04,1.0,54.04,cash,10,Thursday,2022-12,2022,False,11.0,1.4736842105263157,No Surge,$50–$100
120,14,99,31,35,2024-06-28 19:13:58,2024-06-28 19:24:58,2024-06-28 20:29:58,completed,30.16,65,48.68,2.11,102.71,wallet,19,Friday,2024-06,2024,False,11.0,3.4055039787798407,High Surge,Over $100
121,14,158,32,40,2024-01-12 23:03:30,2024-01-12 23:15:30,2024-01-13 00:47:30,completed,41.47,92,66.52,1.82,121.07,cash,23,Friday,2024-01,2024,False,12.0,2.919459850494333,High Surge,Over $100
122,14,304,33,35,2024-02-26 22:10:41,2024-02-26 22:19:41,2024-02-26 22:47:41,completed,11.86,28,21.15,1.0,21.15,cash,22,Monday,2024-02,2024,False,9.0,1.7833052276559864,No Surge,$10–$25
123,14,335,17,16,2023-01-14 10:06:56,2023-01-14 10:17:56,2023-01-14 10:24:56,completed,2.95,7,7.15,1.0,7.15,cash,10,Saturday,2023-01,2023,True,11.0,2.423728813559322,No Surge,Under $10
124,14,281,14,15,2024-06-14 13:44:12,2024-06-14 13:49:12,2024-06-14 14:44:12,completed,25.08,55,41.09,1.0,41.09,card,13,Friday,2024-06,2024,False,5.0,1.6383572567783096,No Surge,$25–$50
126,14,48,33,36,2022-02-08 01:20:14,2022-02-08 01:28:14,2022-02-08 01:46:14,completed,12.77,18,20.15,1.0,20.15,cash,1,Tuesday,2022-02,2022,False,8.0,1.5779169929522316,No Surge,$10–$25
127,14,163,37,34,2024-04-11 06:31:28,2024-04-11 06:42:28,2024-04-11 07:13:28,completed,19.48,31,30.13,1.0,30.13,wallet,6,Thursday,2024-04,2024,False,11.0,1.5467145790554413,No Surge,$25–$50
128,14,260,6,8,2022-01-08 14:46:53,2022-01-08 14:51:53,2022-01-08 14:54:53,completed,0.76,3,3.94,1.0,3.94,card,14,Saturday,2022-01,2022,True,5.0,5.184210526315789,No Surge,Under $10
129,14,288,37,40,2022-08-23 10:32:06,2022-08-23 10:39:06,2022-08-23 11:42:06,completed,37.75,63,56.63,1.0,56.63,cash,10,Tuesday,2022-08,2022,False,7.0,1.500132450331126,No Surge,$50–$100
130,14,11,3,7,2022-03-25 06:12:08,2022-03-25 06:14:08,2022-03-25 06:44:08,completed,15.48,30,25.53,1.0,25.53,card,6,Friday,2022-03,2022,False,2.0,1.6492248062015504,No Surge,$25–$50
131,14,270,21,22,2023-05-23 12:22:07,2023-05-23 12:30:07,2023-05-23 12:59:07,completed,19.0,29,29.2,1.0,29.2,wallet,12,Tuesday,2023-05,2023,False,8.0,1.5368421052631578,No Surge,$25–$50
132,14,104,25,30,2024-03-09 21:22:33,2024-03-09 21:25:33,2024-03-09 22:46:33,completed,31.4,81,53.24,1.37,72.94,card,21,Saturday,2024-03,2024,True,3.0,2.3229299363057323,Low Surge,$50–$100
133,14,265,14,19,2023-04-16 14:59:33,2023-04-16 15:11:33,2023-04-16 16:12:33,completed,25.01,61,42.21,1.0,42.21,wallet,14,Sunday,2023-04,2023,True,12.0,1.6877249100359855,No Surge,$25–$50
134,14,377,19,17,2024-01-13 15:47:25,2024-01-13 15:51:25,2024-01-13 15:54:25,completed,1.51,3,4.76,1.0,4.76,wallet,15,Saturday,2024-01,2024,True,4.0,3.1523178807947017,No Surge,Under $10
136,14,307,9,3,2022-08-06 00:44:02,2022-08-06 00:46:02,2022-08-06 01:16:02,completed,19.11,30,29.52,2.29,67.6,cash,0,Saturday,2022-08,2022,True,2.0,3.5374149659863945,High Surge,$50–$100
139,14,179,31,34,2022-08-17 21:18:19,2022-08-17 21:23:19,2022-08-17 21:52:19,completed,39.8,29,52.08,1.0,52.08,wallet,21,Wednesday,2022-08,2022,False,5.0,1.3085427135678394,No Surge,$50–$100
140,14,72,16,13,2024-04-09 00:17:56,2024-04-09 00:21:56,2024-04-09 00:36:56,completed,9.12,15,15.53,1.0,15.53,card,0,Tuesday,2024-04,2024,False,4.0,1.7028508771929824,No Surge,$10–$25
141,15,154,30,24,2023-12-18 06:52:53,2023-12-18 07:03:53,2023-12-18 07:23:53,completed,15.18,20,23.2,1.0,23.2,card,6,Monday,2023-12,2023,False,11.0,1.52832674571805,No Surge,$10–$25
142,16,128,40,37,2023-02-04 15:27:36,2023-02-04 15:33:36,2023-02-04 16:31:36,completed,37.54,58,55.39,1.0,55.39,wallet,15,Saturday,2023-02,2023,True,6.0,1.4754928076718168,No Surge,$50–$100
