driver_id,user_id,vehicle_make,vehicle_model,vehicle_year,license_plate,rating,join_date,is_active,rating_bucket,tenure_days
131,1653,Honda,Accord,2016,LCY-6053,3.96,2022-11-20,1,3.5 - 4.0,588
132,1623,Tesla,Model X,2022,QBM-0307,4.08,2022-06-08,1,4.0 - 4.5,753
133,612,Honda,Pilot,2023,QXY-6939,3.63,2020-10-29,1,3.5 - 4.0,1340
134,969,Mazda,Mazda3,2013,FVR-0336,3.98,2022-07-06,1,3.5 - 4.0,725
135,65,Subaru,Forester,2021,KAD-8794,4.19,2023-04-28,1,4.0 - 4.5,429
136,997,Tesla,Model X,2020,RBQ-6492,3.94,2021-04-09,1,3.5 - 4.0,1178
137,1776,Kia,Optima,2022,DWE-4078,4.66,2019-08-29,1,4.5 - 5.0,1767
138,1139,Nissan,Sentra,2015,JSW-2479,3.71,2023-07-26,1,3.5 - 4.0,340
139,1869,Tesla,Cybertruck,2012,LJS-0566,4.21,2020-12-23,1,4.0 - 4.5,1285
140,139,Kia,Stinger,2023,LBG-9349,4.81,2020-02-03,1,4.5 - 5.0,1609
141,1311,Toyota,Corolla,2013,PRL-9320,3.78,2021-09-24,1,3.5 - 4.0,1010
142,1564,Honda,Odyssey,2012,FDD-7007,4.5,2022-09-12,1,4.0 - 4.5,657
143,1693,Mazda,Mazda3,2016,XDY-8814,3.65,2021-08-03,1,3.5 - 4.0,1062
144,811,Mazda,MX-5,2013,DDN-8059,3.87,2023-08-21,1,3.5 - 4.0,314
145,1839,Kia,Sorento,2015,VKU-0331,4.06,2021-12-08,1,4.0 - 4.5,935
146,412,Tesla,Model Y,2023,XMY-5486,4.28,2022-03-15,1,4.0 - 4.5,838
147,766,Honda,Pilot,2021,ABC-8163,4.2,2023-12-09,1,4.0 - 4.5,204
148,1355,Hyundai,Tucson,2020,QYW-4478,4.34,2023-03-29,1,4.0 - 4.5,459
149,263,Tesla,Cybertruck,2022,UDJ-6956,3.57,2020-12-07,0,3.5 - 4.0,1301
150,544,Nissan,Maxima,2020,FYH-2191,4.51,2020-12-22,1,4.5 - 5.0,1286
151,1141,Nissan,Maxima,2018,SEQ-7861,4.57,2022-07-07,1,4.5 - 5.0,724
152,207,Hyundai,Elantra,2019,PET-8627,3.77,2023-01-17,1,3.5 - 4.0,530
153,235,Subaru,Impreza,2015,KTY-4320,4.06,2022-07-02,1,4.0 - 4.5,729
154,515,Kia,Optima,2013,EYY-4952,3.8,2019-09-13,1,3.5 - 4.0,1752
155,441,Kia,Sportage,2021,CLH-1179,2.62,2020-01-07,0,Below 3.5,1636
156,1727,Mazda,MX-5,2016,DCT-4060,4.97,2023-06-13,1,4.5 - 5.0,383
157,103,Nissan,Rogue,2018,FFQ-7932,3.49,2023-09-09,0,Below 3.5,295
158,1795,Chevrolet,Equinox,2018,EQY-0792,3.64,2021-09-10,1,3.5 - 4.0,1024
159,24,Chevrolet,Equinox,2019,QXY-2064,4.77,2021-11-30,1,4.5 - 5.0,943
160,1376,Chevrolet,Equinox,2013,WKL-1887,3.8,2020-07-25,0,3.5 - 4.0,1436
161,1595,Subaru,Legacy,2020,JAN-3421,3.92,2023-03-31,0,3.5 - 4.0,457
162,1128,Kia,Soul,2018,EHK-2226,3.54,2022-07-28,1,3.5 - 4.0,703
163,319,Chevrolet,Malibu,2019,TAP-3044,4.16,2021-05-14,1,4.0 - 4.5,1143
164,677,Chevrolet,Traverse,2017,XGD-2555,3.55,2021-07-21,1,3.5 - 4.0,1075
165,866,Hyundai,Sonata,2015,CXC-6009,3.94,2021-11-09,1,3.5 - 4.0,964
166,898,Nissan,Sentra,2015,KDB-8657,4.8,2023-07-27,1,4.5 - 5.0,339
167,1087,Ford,Escape,2020,MLE-0960,3.9,2023-10-21,1,3.5 - 4.0,253
168,1187,Ford,Mustang,2013,UPJ-1517,3.76,2020-12-09,1,3.5 - 4.0,1299
169,118,Mazda,Mazda3,2020,NBD-0118,4.36,2020-12-23,1,4.0 - 4.5,1285
170,1126,Subaru,Forester,2019,ECF-6703,3.28,2023-11-23,0,Below 3.5,220
171,1724,Subaru,Legacy,2020,NKN-9936,4.62,2023-08-18,1,4.5 - 5.0,317
172,728,Nissan,Maxima,2018,EWD-0098,4.86,2021-07-23,1,4.5 - 5.0,1073
173,341,Kia,Sorento,2017,AMU-2774,4.64,2020-03-13,1,4.5 - 5.0,1570
174,977,Nissan,Pathfinder,2015,DXX-2373,3.7,2019-09-14,1,3.5 - 4.0,1751
175,1495,Chevrolet,Equinox,2022,YHB-4364,4.03,2022-04-15,1,4.0 - 4.5,807
176,176,Mazda,CX-9,2012,YWM-3191,3.72,2023-05-27,1,3.5 - 4.0,400
177,488,Mazda,CX-5,2012,AFN-0474,3.93,2019-09-13,1,3.5 - 4.0,1752
178,1206,Mazda,MX-5,2013,XUL-5657,5.0,2020-04-10,1,4.5 - 5.0,1542
179,104,Kia,Sorento,2022,TTR-1716,3.83,2019-08-30,1,3.5 - 4.0,1766
180,147,Nissan,Altima,2014,EPL-8152,3.5,2019-10-14,1,Below 3.5,1721
181,1108,Ford,Fusion,2016,TUF-9161,4.72,2021-05-02,1,4.5 - 5.0,1155
182,132,Tesla,Model S,2019,YGP-8836,4.5,2023-06-07,1,4.0 - 4.5,389
183,334,Tesla,Cybertruck,2022,GQX-2043,4.25,2023-06-23,1,4.0 - 4.5,373
184,1099,Kia,Optima,2021,HWC-1278,4.86,2019-12-19,1,4.5 - 5.0,1655
185,448,Mazda,MX-5,2017,KKP-2269,4.66,2019-09-25,1,4.5 - 5.0,1740
186,1356,Kia,Sportage,2018,DMA-9128,4.94,2022-09-18,1,4.5 - 5.0,651
187,1094,Chevrolet,Silverado,2018,WGQ-1133,2.64,2023-11-17,0,Below 3.5,226
188,1765,Toyota,Corolla,2020,LXY-7610,3.55,2021-01-17,1,3.5 - 4.0,1260
189,1461,Hyundai,Tucson,2022,PAX-3059,4.73,2020-06-28,1,4.5 - 5.0,1463
190,1281,Ford,Explorer,2019,CQQ-5820,3.89,2023-01-08,1,3.5 - 4.0,539
191,121,Mazda,Mazda3,2019,QSA-8668,4.26,2021-01-22,1,4.0 - 4.5,1255
192,94,Kia,Sportage,2015,VWR-2470,3.99,2020-03-29,0,3.5 - 4.0,1554
193,452,Honda,Pilot,2014,DBU-6574,4.47,2023-03-07,1,4.0 - 4.5,481
194,744,Mazda,MX-5,2016,YFM-0110,3.95,2020-10-29,0,3.5 - 4.0,1340
195,1343,Kia,Soul,2019,MZU-8487,4.49,2023-08-18,1,4.0 - 4.5,317
196,331,Tesla,Model Y,2012,WDG-0830,4.27,2022-03-11,1,4.0 - 4.5,842
197,293,Nissan,Sentra,2023,EAA-3363,4.66,2022-03-23,1,4.5 - 5.0,830
198,1881,Chevrolet,Equinox,2014,HRT-5589,4.42,2021-11-07,1,4.0 - 4.5,966
199,1205,Toyota,Prius,2023,QGZ-4205,3.59,2021-10-02,1,3.5 - 4.0,1002
200,891,Subaru,Crosstrek,2021,FHQ-4360,4.86,2020-11-02,1,4.5 - 5.0,1336
201,1482,Kia,Sorento,2012,NAY-4349,3.91,2023-12-24,1,3.5 - 4.0,189
202,1640,Mazda,CX-9,2012,NYV-6360,3.82,2023-02-14,1,3.5 - 4.0,502
203,1011,Mazda,CX-5,2013,WYK-7160,3.99,2020-10-15,1,3.5 - 4.0,1354
204,62,Subaru,Outback,2013,DTG-6649,3.75,2019-12-17,1,3.5 - 4.0,1657
205,547,Nissan,Rogue,2020,SRB-1199,3.81,2023-09-01,0,3.5 - 4.0,303
206,748,Nissan,Sentra,2013,UJN-8554,4.68,2021-05-30,1,4.5 - 5.0,1127
207,932,Honda,CR-V,2014,KEY-7969,4.99,2020-04-28,1,4.5 - 5.0,1524
208,553,Ford,Escape,2014,NSE-9733,4.64,2019-12-30,1,4.5 - 5.0,1644
209,940,Mazda,CX-9,2015,EQM-5697,4.9,2023-10-17,1,4.5 - 5.0,257
210,1131,Subaru,Crosstrek,2019,KRE-0403,4.9,2023-01-19,1,4.5 - 5.0,528
211,190,Hyundai,Santa Fe,2023,WZW-0855,3.7,2022-03-09,1,3.5 - 4.0,844
212,288,Mazda,MX-5,2023,UCV-7625,3.56,2020-01-05,1,3.5 - 4.0,1638
213,111,Toyota,RAV4,2022,ZDG-3134,3.4,2019-11-01,0,Below 3.5,1703
214,131,Subaru,Impreza,2023,HAZ-3789,4.78,2021-06-12,1,4.5 - 5.0,1114
215,1999,Honda,Accord,2016,UHC-5500,4.64,2023-08-24,1,4.5 - 5.0,311
216,510,Mazda,Mazda3,2023,PPS-2528,3.56,2021-10-08,1,3.5 - 4.0,996
217,1684,Honda,CR-V,2016,TDC-9080,4.11,2020-01-05,1,4.0 - 4.5,1638
218,1562,Nissan,Sentra,2021,YXF-3197,4.72,2022-01-19,1,4.5 - 5.0,893
219,1479,Chevrolet,Equinox,2014,TVS-2468,4.59,2020-06-19,1,4.5 - 5.0,1472
220,1040,Subaru,Crosstrek,2015,BFS-1534,4.87,2021-01-10,1,4.5 - 5.0,1267
221,1841,Nissan,Sentra,2021,WCL-6494,3.88,2020-02-18,1,3.5 - 4.0,1594
222,1339,Tesla,Model Y,2022,PZF-7220,3.17,2020-08-20,0,Below 3.5,1410
223,697,Nissan,Altima,2021,AFC-6434,4.47,2020-02-08,1,4.0 - 4.5,1604
224,1956,Hyundai,Tucson,2018,KNG-6813,4.5,2023-02-16,1,4.0 - 4.5,500
225,1526,Chevrolet,Silverado,2019,YLG-4178,4.29,2020-07-22,1,4.0 - 4.5,1439
226,1947,Kia,Optima,2016,DGL-0755,4.47,2021-12-07,1,4.0 - 4.5,936
227,1400,Chevrolet,Traverse,2019,ZGM-4176,4.98,2022-07-04,1,4.5 - 5.0,727
228,1474,Mazda,Mazda6,2013,GJG-0853,3.59,2020-01-06,1,3.5 - 4.0,1637
229,393,Chevrolet,Traverse,2016,VUS-5675,4.25,2022-05-18,1,4.0 - 4.5,774
230,31,Toyota,Corolla,2012,HSP-5011,4.65,2020-10-27,1,4.5 - 5.0,1342
231,450,Nissan,Maxima,2015,RSZ-5336,3.99,2021-04-19,1,3.5 - 4.0,1168
232,1302,Hyundai,Santa Fe,2015,NML-5618,4.8,2020-07-24,1,4.5 - 5.0,1437
233,339,Subaru,Legacy,2020,ZBS-9417,3.65,2020-11-07,1,3.5 - 4.0,1331
234,318,Toyota,Highlander,2018,CGQ-4232,4.71,2023-11-07,1,4.5 - 5.0,236
235,930,Tesla,Cybertruck,2023,RUB-6566,3.93,2023-12-30,0,3.5 - 4.0,183
236,860,Chevrolet,Silverado,2017,CNF-5069,4.33,2020-05-02,1,4.0 - 4.5,1520
237,230,Toyota,Camry,2022,PSE-8201,3.8,2021-01-25,1,3.5 - 4.0,1252
238,1775,Subaru,Outback,2022,LQA-7737,4.75,2021-11-01,1,4.5 - 5.0,972
239,920,Ford,Fusion,2014,MAJ-5681,3.82,2020-04-10,1,3.5 - 4.0,1542
240,1081,Kia,Optima,2018,FVG-5569,4.85,2022-09-12,1,4.5 - 5.0,657
241,1736,Hyundai,Santa Fe,2014,VQR-2418,3.97,2022-10-24,1,3.5 - 4.0,615
242,328,Chevrolet,Malibu,2015,KKN-9816,3.84,2023-05-05,1,3.5 - 4.0,422
243,996,Mazda,Mazda3,2020,MXP-7155,3.69,2019-09-12,1,3.5 - 4.0,1753
244,1889,Mazda,MX-5,2020,XFP-3523,3.77,2021-10-23,1,3.5 - 4.0,981
245,155,Subaru,Forester,2014,VFR-5607,4.61,2021-03-21,1,4.5 - 5.0,1197
246,1044,Subaru,Forester,2022,GWA-7776,4.58,2019-11-19,1,4.5 - 5.0,1685
247,1413,Hyundai,Elantra,2023,VQB-1907,4.06,2023-10-30,1,4.0 - 4.5,244
248,1709,Tesla,Model 3,2023,DJK-1967,3.63,2023-12-21,1,3.5 - 4.0,192
249,485,Ford,Mustang,2022,PMM-9017,4.68,2021-03-05,1,4.5 - 5.0,1213
250,1608,Kia,Sportage,2012,NMB-0683,3.63,2023-06-22,1,3.5 - 4.0,374
251,89,Mazda,CX-5,2020,DKC-4759,3.57,2021-02-25,1,3.5 - 4.0,1221
252,477,Ford,Mustang,2018,TPA-4426,4.19,2021-05-28,1,4.0 - 4.5,1129
253,1991,Toyota,Highlander,2022,YWN-1089,3.88,2022-05-18,1,3.5 - 4.0,774
254,995,Honda,Odyssey,2020,TGT-9654,3.87,2020-07-02,1,3.5 - 4.0,1459
255,5,Kia,Soul,2020,RKF-6146,4.28,2023-01-12,1,4.0 - 4.5,535
256,1569,Nissan,Pathfinder,2016,DFL-7375,3.96,2023-10-11,1,3.5 - 4.0,263
257,1026,Nissan,Altima,2019,WVG-9337,4.8,2019-08-26,1,4.5 - 5.0,1770
258,1104,Ford,Explorer,2015,TJP-1187,4.2,2021-02-20,1,4.0 - 4.5,1226
259,1739,Kia,Sorento,2016,NZN-9021,4.55,2022-04-28,1,4.5 - 5.0,794
260,1162,Ford,Escape,2017,TDQ-6632,4.99,2021-01-17,1,4.5 - 5.0,1260
261,800,Chevrolet,Equinox,2015,FUJ-8237,3.83,2020-03-16,1,3.5 - 4.0,1567
262,925,Honda,Accord,2013,TLM-8109,3.64,2023-03-22,1,3.5 - 4.0,466
263,865,Chevrolet,Silverado,2015,DRZ-0400,3.78,2023-09-07,0,3.5 - 4.0,297
264,1467,Mazda,CX-9,2017,ZCZ-8775,4.05,2020-08-01,0,4.0 - 4.5,1429
265,338,Toyota,Camry,2021,CUC-1592,4.21,2023-05-10,1,4.0 - 4.5,417
266,957,Subaru,Impreza,2023,GZC-7406,4.05,2023-11-09,1,4.0 - 4.5,234
267,1702,Hyundai,Elantra,2012,BQV-8651,3.85,2022-05-21,1,3.5 - 4.0,771
268,1443,Subaru,Impreza,2012,QUK-1796,3.61,2021-12-11,1,3.5 - 4.0,932
269,643,Nissan,Rogue,2017,LCY-6825,4.62,2021-06-21,1,4.5 - 5.0,1105
270,542,Toyota,RAV4,2015,MKL-7061,4.67,2019-07-07,1,4.5 - 5.0,1820
271,664,Toyota,Corolla,2012,NEK-8080,4.18,2021-03-18,1,4.0 - 4.5,1200
272,1091,Chevrolet,Malibu,2014,UGJ-0454,4.44,2022-02-18,1,4.0 - 4.5,863
273,1221,Kia,Stinger,2022,XQZ-8291,4.33,2023-11-12,1,4.0 - 4.5,231
274,1336,Mazda,CX-9,2015,JFW-9754,4.47,2022-11-10,1,4.0 - 4.5,598
275,833,Honda,Accord,2013,SLS-6035,4.7,2021-01-06,1,4.5 - 5.0,1271
276,1394,Tesla,Model Y,2012,TLG-8455,4.13,2022-11-30,1,4.0 - 4.5,578
277,1410,Tesla,Model X,2022,HPQ-6769,4.83,2021-01-26,1,4.5 - 5.0,1251
