review_id,trip_id,reviewer_id,reviewee_id,rating,comment,reviewed_at,review_month
88,114,421,235,4,"Perfect trip, no issues.",2023-02-27 00:40:19,2023-02
89,115,421,97,4,Car was spotless.,2023-12-29 21:33:45,2023-12
90,116,421,1081,4,,2023-11-22 00:54:26,2023-11
91,117,421,1975,3,Decent experience.,2022-02-06 18:46:35,2022-02
92,117,1975,421,4,"Excellent service, will ride again.",2022-02-06 17:33:35,2022-02
93,118,421,997,4,"Quick and efficient, thanks!",2023-11-27 15:00:59,2023-11
94,119,421,1993,3,,2022-12-22 13:42:18,2022-12
95,120,421,947,4,,2024-06-28 21:51:58,2024-06
96,120,947,421,4,"Smooth ride, on time.",2024-06-28 22:34:58,2024-06
97,121,421,1795,4,Very courteous driver.,2024-01-13 02:15:30,2024-01
98,122,421,146,4,,2024-02-27 00:20:41,2024-02
99,124,421,389,4,,2024-06-14 15:55:12,2024-06
100,127,421,319,3,,2024-04-11 08:59:28,2024-04
101,128,421,1162,5,Very comfortable ride.,2022-01-08 16:33:53,2022-01
102,128,1162,421,3,Very clean car.,2022-01-08 15:09:53,2022-01
103,130,421,97,4,Super friendly and helpful.,2022-03-25 06:50:08,2022-03
104,131,421,542,4,,2023-05-23 14:36:07,2023-05
105,132,421,1584,5,,2024-03-09 23:30:33,2024-03
106,134,142,421,3,Super friendly and helpful.,2024-01-13 17:35:25,2024-01
107,136,421,1293,2,,2022-08-06 02:31:02,2022-08
108,139,421,104,3,Got there safely.,2022-08-17 22:16:19,2022-08
109,139,104,421,3,,2022-08-18 00:12:19,2022-08
110,140,421,1492,4,,2024-04-09 02:04:56,2024-04
111,140,1492,421,3,"Excellent service, will ride again.",2024-04-09 02:21:56,2024-04
112,141,1409,515,4,,2023-12-18 08:01:53,2023-12
113,142,551,1237,5,Fast and safe driver.,2023-02-04 16:37:36,2023-02
114,143,551,995,4,"Great driver, very professional!",2024-02-28 01:49:06,2024-02
115,144,1590,551,2,"Smooth ride, on time.",2024-03-18 10:21:32,2024-03
116,147,551,1825,4,Very comfortable ride.,2023-09-09 12:09:17,2023-09
117,148,551,1248,5,"Easy pickup, no problems.",2023-05-12 09:40:19,2023-05
118,149,551,1210,4,,2023-07-12 18:48:05,2023-07
119,150,551,120,4,"5 stars, highly recommend!",2022-05-13 14:06:47,2022-05
120,150,120,551,3,Super friendly and helpful.,2022-05-13 15:17:47,2022-05
121,151,551,494,4,,2023-07-06 18:39:57,2023-07
122,152,551,1100,5,,2022-11-20 03:48:20,2022-11
123,152,1100,551,3,"Great driver, very professional!",2022-11-20 04:36:20,2022-11
124,153,551,1984,3,Got there safely.,2022-09-16 02:04:47,2022-09
125,153,1984,551,4,"Excellent service, will ride again.",2022-09-16 04:10:47,2022-09
126,155,455,1830,4,,2023-06-27 02:32:58,2023-06
127,156,455,1956,4,Very clean car.,2024-01-01 04:17:22,2024-01
128,157,907,995,3,Average experience.,2022-09-01 22:19:46,2022-09
129,159,907,488,4,,2022-03-16 01:52:34,2022-03
130,160,907,66,4,,2022-01-05 09:37:29,2022-01
131,161,907,1302,5,Fast and safe driver.,2022-08-08 22:45:37,2022-08
132,163,207,907,3,"Smooth ride, on time.",2022-01-30 09:16:51,2022-01
133,167,65,907,4,Very clean car.,2022-09-10 19:03:00,2022-09
134,168,907,434,4,Loved the music selection!,2023-01-01 03:14:09,2023-01
135,168,434,907,4,"Excellent service, will ride again.",2023-01-01 03:34:09,2023-01
136,169,907,1555,3,Decent experience.,2023-07-20 17:57:24,2023-07
137,174,309,778,3,Got there safely.,2023-09-24 22:34:16,2023-09
138,176,309,612,4,"Great rider, very polite.",2022-01-01 22:10:56,2022-01
139,176,612,309,2,,2022-01-01 23:33:56,2022-01
140,177,309,1310,3,,2022-09-18 20:28:16,2022-09
141,177,1310,309,4,"Excellent service, will ride again.",2022-09-18 21:16:16,2022-09
142,179,309,1775,5,"Perfect trip, no issues.",2024-02-10 08:38:54,2024-02
143,180,309,1889,4,,2022-07-16 19:17:54,2022-07
144,182,309,467,4,Super friendly and helpful.,2024-03-07 05:30:08,2024-03
145,183,309,677,3,Trip was okay.,2024-06-02 04:20:19,2024-06
146,184,309,2,4,Super friendly and helpful.,2023-12-20 14:44:34,2023-12
147,184,2,309,4,"Great driver, very professional!",2023-12-20 15:30:34,2023-12
148,185,309,448,5,Loved the music selection!,2023-10-24 20:57:34,2023-10
149,189,1056,1248,2,,2023-04-26 17:24:15,2023-04
150,194,1056,351,4,"Smooth ride, on time.",2022-10-20 16:56:46,2022-10
151,195,1056,1495,4,,2022-02-21 21:46:24,2022-02
152,196,1056,469,2,Took too long.,2022-03-05 17:30:41,2022-03
153,196,469,1056,3,,2022-03-05 16:33:41,2022-03
154,197,1056,539,3,,2023-03-02 21:33:31,2023-03
155,199,1056,271,4,,2022-02-11 03:14:42,2022-02
156,200,1056,664,3,Decent experience.,2023-07-29 08:57:32,2023-07
157,202,1056,1558,4,,2023-09-29 22:03:54,2023-09
158,203,1056,288,3,"OK trip, nothing special.",2024-05-28 16:07:47,2024-05
159,204,564,1056,3,"Great driver, very professional!",2024-05-26 13:19:35,2024-05
160,206,308,1937,4,,2023-04-26 13:49:59,2023-04
161,207,308,759,4,,2022-10-28 20:33:30,2022-10
162,207,759,308,2,"Great driver, very professional!",2022-10-28 19:58:30,2022-10
163,210,308,1386,4,,2022-03-26 04:41:29,2022-03
164,211,308,506,4,"Perfect trip, no issues.",2022-08-14 19:18:42,2022-08
165,212,1890,308,4,Super friendly and helpful.,2024-06-15 08:58:28,2024-06
166,213,1623,308,3,"Great driver, very professional!",2023-09-27 09:19:41,2023-09
167,214,308,1108,3,Nothing to complain about.,2022-10-02 19:33:53,2022-10
168,214,1108,308,2,Very clean car.,2022-10-02 21:09:53,2022-10
169,215,308,271,5,"Great rider, very polite.",2023-11-17 22:10:55,2023-11
170,217,697,310,3,Very clean car.,2024-03-22 16:54:51,2024-03
171,221,310,1117,4,,2024-05-14 17:43:25,2024-05
172,225,1162,1697,4,"Smooth ride, on time.",2022-05-10 09:56:07,2022-05
173,227,1697,1311,3,,2024-01-06 16:58:24,2024-01
174,228,1697,40,3,Nothing to complain about.,2024-01-02 05:24:24,2024-01
175,229,1697,338,4,,2023-10-19 00:15:45,2023-10
176,231,1697,194,4,"5 stars, highly recommend!",2023-07-24 05:07:01,2023-07
177,233,1697,192,4,"Easy pickup, no problems.",2023-05-13 13:36:48,2023-05
178,234,1697,957,2,Not very clean.,2023-04-09 11:35:07,2023-04
179,235,1697,1131,3,Fine driver.,2024-02-21 22:47:17,2024-02
180,236,1697,393,3,,2023-11-10 12:07:47,2023-11
181,237,1697,920,3,,2024-03-15 21:44:16,2024-03
182,239,1697,1243,4,,2024-02-16 23:24:14,2024-02
183,240,409,433,3,Acceptable ride.,2022-03-04 00:57:11,2022-03
184,241,1270,1443,3,,2023-06-05 08:29:34,2023-06
185,241,1443,1270,4,"Great driver, very professional!",2023-06-05 08:56:34,2023-06
186,242,1270,125,4,"Smooth ride, on time.",2022-08-07 23:19:05,2022-08
187,243,1270,1544,4,Very comfortable ride.,2023-04-19 23:01:48,2023-04
188,245,139,1270,4,"Great driver, very professional!",2022-10-09 02:31:45,2022-10
189,246,1270,485,4,,2024-03-26 04:12:59,2024-03
190,248,1270,1993,2,Took a longer route.,2023-05-26 02:43:34,2023-05
191,249,1270,860,4,,2023-01-23 04:28:24,2023-01
192,249,860,1270,3,"Excellent service, will ride again.",2023-01-23 03:19:24,2023-01
193,250,1270,293,4,"Easy pickup, no problems.",2023-06-27 22:32:05,2023-06
194,250,293,1270,3,"Smooth ride, on time.",2023-06-27 22:41:05,2023-06
195,254,1270,341,4,,2022-04-29 22:01:59,2022-04
196,255,1270,1135,4,"Great rider, very polite.",2023-09-06 19:24:41,2023-09
197,257,1946,1561,3,,2023-06-11 01:32:44,2023-06
198,258,1946,602,4,,2023-02-28 09:49:04,2023-02
199,258,602,1946,4,Super friendly and helpful.,2023-02-28 10:20:04,2023-02
200,259,506,1946,4,Super friendly and helpful.,2023-11-29 13:30:49,2023-11
201,263,1286,1021,2,"Great driver, very professional!",2022-05-05 07:04:33,2022-05
202,264,1021,1311,4,Very courteous driver.,2023-01-13 03:12:41,2023-01
203,267,1021,201,5,"Great driver, very professional!",2022-08-25 19:24:21,2022-08
204,268,1021,1713,4,,2023-11-30 22:37:02,2023-11
205,268,1713,1021,4,,2023-11-30 22:28:02,2023-11
206,269,1021,1479,5,,2024-06-25 22:23:41,2024-06
207,270,1021,1128,3,Trip was okay.,2022-01-16 20:09:45,2022-01
208,270,1128,1021,3,"Smooth ride, on time.",2022-01-16 21:43:45,2022-01
209,272,1021,996,3,Got there safely.,2023-12-24 18:01:19,2023-12
210,273,1021,1794,5,,2023-03-10 13:24:30,2023-03
211,273,1794,1021,4,"Smooth ride, on time.",2023-03-10 13:48:30,2023-03
212,274,391,327,3,,2023-01-16 13:31:22,2023-01
213,276,391,1207,4,,2024-04-20 06:12:23,2024-04
214,277,391,1035,5,"5 stars, highly recommend!",2023-09-20 03:32:01,2023-09
215,278,391,1965,3,Average experience.,2023-07-23 09:09:47,2023-07
216,280,391,1623,4,"Great driver, very professional!",2022-07-28 05:19:17,2022-07
217,281,225,1062,4,,2023-06-21 00:30:52,2023-06
218,286,482,1494,3,,2023-03-20 22:31:10,2023-03
219,288,482,201,5,"Great driver, very professional!",2023-05-08 12:40:18,2023-05
220,288,201,482,3,"Great driver, very professional!",2023-05-08 12:47:18,2023-05
221,289,482,1001,4,,2023-05-20 20:12:07,2023-05
222,290,851,1450,4,Very clean car.,2024-02-20 09:45:27,2024-02
223,292,1293,381,4,,2022-11-13 16:58:20,2022-11
224,293,381,585,4,Loved the music selection!,2022-03-20 21:46:52,2022-03
225,297,1553,119,4,,2022-05-24 08:39:13,2022-05
226,297,119,1553,4,Very clean car.,2022-05-24 10:00:13,2022-05
227,298,1553,630,2,Had trouble finding the pickup spot.,2022-02-05 15:29:09,2022-02
228,299,1553,1584,4,,2023-08-31 05:25:29,2023-08
229,301,1553,1443,4,,2022-05-25 07:09:18,2022-05
230,301,1443,1553,3,"Excellent service, will ride again.",2022-05-25 08:16:18,2022-05
231,303,1929,1955,5,Very courteous driver.,2023-03-13 12:47:52,2023-03
232,307,1929,986,4,Car was spotless.,2022-01-09 02:52:30,2022-01
233,309,1929,1350,4,,2023-04-28 22:14:12,2023-04
234,309,1350,1929,4,Super friendly and helpful.,2023-04-28 22:57:12,2023-04
235,311,1929,1654,2,,2023-07-20 17:08:31,2023-07
236,311,1654,1929,2,"Great driver, very professional!",2023-07-20 15:25:31,2023-07
237,312,1929,539,3,,2024-02-02 22:32:11,2024-02
238,314,974,1929,4,"Excellent service, will ride again.",2023-11-14 15:10:51,2023-11
239,316,1929,1001,5,Loved the music selection!,2023-09-13 22:32:35,2023-09
240,316,1001,1929,3,"Excellent service, will ride again.",2023-09-13 23:20:35,2023-09
241,318,1929,593,4,"5 stars, highly recommend!",2023-02-28 15:53:44,2023-02
242,320,1929,1207,5,,2023-08-08 18:58:46,2023-08
243,320,1207,1929,3,Very clean car.,2023-08-08 21:10:46,2023-08
244,321,1929,202,4,,2023-08-30 19:44:07,2023-08
245,322,5,1929,3,Very clean car.,2022-10-29 00:05:54,2022-10
246,323,1929,1197,5,"5 stars, highly recommend!",2023-10-02 19:51:30,2023-10
247,324,974,1929,3,,2024-01-07 06:01:33,2024-01
248,326,1929,488,3,"OK trip, nothing special.",2022-08-03 17:24:42,2022-08
249,327,417,1060,5,,2023-06-17 13:39:19,2023-06
250,328,417,1649,2,Driver was rude.,2023-02-25 21:08:46,2023-02
251,328,1649,417,4,,2023-02-25 20:59:46,2023-02
252,329,417,1558,5,Fast and safe driver.,2022-11-27 17:07:35,2022-11
253,330,417,155,4,,2022-03-24 10:24:33,2022-03
254,331,417,833,5,,2023-06-09 20:26:16,2023-06
255,332,417,1981,5,,2023-03-25 03:05:51,2023-03
256,334,417,957,3,Nothing to complain about.,2022-07-13 18:12:33,2022-07
257,335,417,1356,5,"5 stars, highly recommend!",2022-05-09 16:21:44,2022-05
258,335,1356,417,3,"Great driver, very professional!",2022-05-09 17:08:44,2022-05
259,338,417,136,4,,2023-07-19 08:38:02,2023-07
260,338,136,417,3,Super friendly and helpful.,2023-07-19 08:24:02,2023-07
261,340,417,1011,4,"5 stars, highly recommend!",2024-05-20 12:59:59,2024-05
262,341,1198,417,4,"Smooth ride, on time.",2024-05-12 03:26:04,2024-05
263,345,417,1373,5,Super friendly and helpful.,2022-04-05 11:35:50,2022-04
264,346,651,1386,4,Very courteous driver.,2022-09-13 03:04:59,2022-09
265,347,651,1654,5,,2022-08-29 03:37:44,2022-08
266,348,651,782,2,,2022-04-03 03:19:57,2022-04
267,352,651,24,3,,2022-09-24 23:34:18,2022-09
268,354,651,1281,4,,2022-07-09 20:17:22,2022-07
269,355,136,651,3,,2023-09-13 13:34:08,2023-09
270,356,1592,1471,3,Nothing to complain about.,2023-09-14 19:22:01,2023-09
271,357,1592,62,4,Car was spotless.,2024-06-19 16:22:13,2024-06
272,357,62,1592,3,"Smooth ride, on time.",2024-06-19 16:06:13,2024-06
273,358,1592,461,3,,2024-06-26 09:40:36,2024-06
274,358,461,1592,3,Very clean car.,2024-06-26 07:59:36,2024-06
275,359,1592,1328,4,"Smooth ride, on time.",2024-04-14 21:22:12,2024-04
276,359,1328,1592,4,"Smooth ride, on time.",2024-04-14 22:11:12,2024-04
277,360,412,627,4,Very clean car.,2022-01-20 16:56:08,2022-01
278,361,627,883,4,"Quick and efficient, thanks!",2023-10-17 00:15:05,2023-10
279,361,883,627,3,"Smooth ride, on time.",2023-10-17 00:19:05,2023-10
280,362,627,1968,5,Very comfortable ride.,2023-07-26 04:01:05,2023-07
281,363,1923,52,4,,2022-08-15 01:17:58,2022-08
282,364,217,1053,2,Driver was rude.,2024-05-13 22:03:15,2024-05
283,364,1053,217,4,Very clean car.,2024-05-13 22:44:15,2024-05
284,365,1149,452,3,Nothing to complain about.,2022-11-25 04:17:33,2022-11
285,365,452,1149,3,,2022-11-25 03:57:33,2022-11
286,367,913,104,4,,2022-02-27 07:28:52,2022-02
287,367,104,913,4,"Excellent service, will ride again.",2022-02-27 08:37:52,2022-02
288,368,1290,1438,2,,2024-06-15 09:35:41,2024-06
289,369,1290,506,4,,2024-03-30 21:15:01,2024-03
290,370,1290,1700,4,Very courteous driver.,2023-09-15 02:41:20,2023-09
291,370,1700,1290,4,"Excellent service, will ride again.",2023-09-15 03:53:20,2023-09
292,371,1290,1736,4,"Easy pickup, no problems.",2023-06-08 07:52:36,2023-06
293,372,766,1290,3,"Smooth ride, on time.",2022-04-26 18:16:17,2022-04
294,373,1290,1948,5,Very clean car.,2022-11-14 00:50:44,2022-11
295,374,1937,1290,4,Very clean car.,2023-03-19 21:35:27,2023-03
296,375,1290,318,5,Very courteous driver.,2022-01-17 04:19:53,2022-01
297,376,1555,1290,4,Super friendly and helpful.,2023-10-05 05:28:03,2023-10
298,377,1290,643,5,,2023-07-19 02:05:47,2023-07
299,378,1290,664,4,"Perfect trip, no issues.",2024-02-10 01:51:41,2024-02
300,378,664,1290,5,"Great driver, very professional!",2024-02-10 00:42:41,2024-02
301,379,1290,929,3,Decent experience.,2023-02-27 11:20:21,2023-02
302,380,1290,1410,5,"Smooth ride, on time.",2023-11-16 07:32:57,2023-11
303,381,1290,957,4,"Excellent service, will ride again.",2022-05-17 13:45:40,2022-05
304,381,957,1290,4,,2022-05-17 13:16:40,2022-05
305,382,1290,510,2,Driver was rude.,2023-11-23 11:21:39,2023-11
306,382,510,1290,4,Very clean car.,2023-11-23 10:50:39,2023-11
307,383,1290,553,4,,2024-02-22 01:01:01,2024-02
308,384,1290,1983,3,,2023-03-12 16:53:12,2023-03
309,385,1290,1839,4,,2023-05-28 16:36:14,2023-05
310,388,164,1694,4,"Great driver, very professional!",2022-05-07 02:04:37,2022-05
311,389,1302,1694,3,"Excellent service, will ride again.",2023-06-30 13:23:24,2023-06
312,391,1694,1651,5,"Easy pickup, no problems.",2022-06-06 01:41:25,2022-06
313,393,138,1607,4,,2022-05-24 23:40:56,2022-05
314,396,1546,376,5,,2022-01-27 20:23:07,2022-01
315,397,108,741,4,,2022-10-30 12:49:12,2022-10
316,397,741,108,4,"Smooth ride, on time.",2022-10-30 13:54:12,2022-10
317,399,536,1795,2,,2024-04-20 08:33:43,2024-04
318,400,536,822,3,,2022-04-03 14:30:09,2022-04
319,401,1429,1091,4,"5 stars, highly recommend!",2022-07-03 03:59:20,2022-07
320,402,1164,1544,5,,2022-12-11 08:49:08,2022-12
321,402,1544,1164,3,Super friendly and helpful.,2022-12-11 10:35:08,2022-12
322,405,1164,1196,3,,2022-02-17 23:48:20,2022-02
323,405,1196,1164,4,Very clean car.,2022-02-17 22:48:20,2022-02
324,408,1164,1035,4,"Great rider, very polite.",2023-09-20 13:40:39,2023-09
325,409,1164,728,5,,2023-02-12 11:45:50,2023-02
326,411,1164,957,4,Very clean car.,2023-07-12 22:24:22,2023-07
327,413,1164,1011,3,,2022-07-11 20:33:34,2022-07
328,414,1164,789,3,Trip was okay.,2023-11-24 21:59:35,2023-11
329,414,789,1164,4,Super friendly and helpful.,2023-11-24 20:58:35,2023-11
330,415,1164,866,4,"Great driver, very professional!",2023-04-25 05:34:59,2023-04
331,415,866,1164,4,"Excellent service, will ride again.",2023-04-25 04:12:59,2023-04
332,417,1164,908,3,,2024-02-12 11:25:49,2024-02
333,418,1869,1164,4,Super friendly and helpful.,2022-02-22 16:20:18,2022-02
334,420,1164,412,5,,2022-11-06 13:50:20,2022-11
335,421,1413,1257,3,Super friendly and helpful.,2023-03-24 16:41:48,2023-03
336,427,1257,1373,4,,2024-01-06 13:32:33,2024-01
337,428,1257,1981,5,"Excellent service, will ride again.",2022-10-31 14:57:53,2022-10
338,429,1257,1471,5,,2023-05-23 22:53:32,2023-05
339,431,1257,693,3,Nothing to complain about.,2023-09-09 08:26:29,2023-09
340,432,1257,1981,4,Fast and safe driver.,2022-05-03 19:01:04,2022-05
341,435,40,1257,3,Super friendly and helpful.,2022-08-10 03:39:37,2022-08
342,436,1257,1198,4,,2024-01-14 22:42:10,2024-01
343,438,1257,1134,3,Decent experience.,2023-04-03 13:30:16,2023-04
344,439,1257,1724,3,Acceptable ride.,2024-03-24 05:48:51,2024-03
345,440,1257,834,4,,2024-02-15 11:13:40,2024-02
346,441,860,1257,4,"Great driver, very professional!",2022-11-30 02:30:03,2022-11
347,442,1257,1947,5,,2023-03-27 07:08:01,2023-03
348,443,1257,15,4,Loved the music selection!,2023-09-08 18:29:54,2023-09
349,447,1990,271,5,,2023-11-01 09:59:38,2023-11
350,447,271,1990,3,,2023-11-01 11:57:38,2023-11
351,448,1720,1267,4,,2022-12-26 20:04:42,2022-12
352,450,1720,759,4,Car was spotless.,2023-01-01 05:07:15,2023-01
353,450,759,1720,4,Very clean car.,2023-01-01 06:01:15,2023-01
354,451,1720,1400,4,,2023-01-28 03:59:35,2023-01
355,453,702,741,3,,2023-09-04 22:01:02,2023-09
356,455,702,1205,2,,2024-06-27 13:10:37,2024-06
357,457,702,1197,3,Acceptable ride.,2022-06-15 03:42:37,2022-06
358,458,702,647,4,Car was spotless.,2022-08-31 19:35:04,2022-08
359,458,647,702,4,Very clean car.,2022-08-31 19:27:04,2022-08
360,459,702,142,3,,2023-01-24 12:18:15,2023-01
361,460,702,1684,3,Got there safely.,2023-12-07 14:49:25,2023-12
362,461,702,230,3,,2022-03-12 01:37:14,2022-03
363,463,702,1700,4,,2022-10-31 16:17:19,2022-10
364,463,1700,702,4,,2022-10-31 18:21:19,2022-10
365,466,702,571,5,,2023-04-01 18:52:10,2023-04
366,468,702,1081,5,,2024-03-16 02:31:03,2024-03
367,470,702,1207,4,"Great rider, very polite.",2024-02-09 06:38:57,2024-02
368,470,1207,702,4,Super friendly and helpful.,2024-02-09 05:59:57,2024-02
369,471,702,866,2,,2023-02-06 23:31:12,2023-02
370,472,702,1293,4,,2022-01-12 09:16:32,2022-01
371,472,1293,702,1,"Great driver, very professional!",2022-01-12 10:39:32,2022-01
372,475,702,119,4,,2023-05-04 04:59:49,2023-05
373,478,1608,872,3,,2023-06-06 13:13:46,2023-06
374,479,872,1741,4,,2022-05-18 23:51:15,2022-05
375,479,1741,872,4,,2022-05-19 00:31:15,2022-05
376,480,872,630,2,Driver was late.,2022-06-28 15:57:23,2022-06
377,481,872,190,4,"Excellent service, will ride again.",2023-10-26 13:34:46,2023-10
378,481,190,872,4,"Great driver, very professional!",2023-10-26 13:15:46,2023-10
379,483,1269,1084,3,,2023-12-28 00:59:45,2023-12
380,483,1084,1269,5,"Smooth ride, on time.",2023-12-28 03:04:45,2023-12
381,484,1269,136,4,,2022-07-06 02:36:29,2022-07
382,488,1999,1909,3,"Excellent service, will ride again.",2023-11-17 16:02:17,2023-11
383,492,622,1984,3,"OK trip, nothing special.",2024-05-05 19:06:39,2024-05
384,493,622,7,3,,2023-12-18 12:38:32,2023-12
385,493,7,622,4,,2023-12-18 11:09:32,2023-12
386,494,622,1608,3,Trip was okay.,2023-07-16 19:13:18,2023-07
387,495,622,957,5,Very comfortable ride.,2022-12-07 04:47:22,2022-12
388,497,1549,878,4,Car was spotless.,2022-09-11 19:35:08,2022-09
389,498,1549,408,2,Had trouble finding the pickup spot.,2022-11-08 10:57:30,2022-11
390,498,408,1549,3,Super friendly and helpful.,2022-11-08 12:08:30,2022-11
